Node,Hub Score
u8735,4.6075474496756684e-07
u26592,2.0052992813654554e-07
u987,1.5689065383623522e-07
u16458,3.745606403374792e-07
u5867,4.029680280639204e-06
u24342,1.3803329731522972e-139
u13835,4.119802590714795e-07
u20685,3.4007244194755285e-07
u951,4.776785657911091e-07
u25031,1.3803329731522972e-139
u24969,1.1469302221230776e-07
u6773,5.347287869953826e-07
u5305,9.215155718041754e-07
u18431,2.28351094792022e-07
u24965,6.53874196374996e-07
u26309,1.124406405356244e-07
u28871,1.3803329731522972e-139
u27729,1.3803329731522972e-139
u224,0.0005980675563153214
u18514,2.4987619800372815e-07
u20095,3.46450093670231e-07
u23785,3.560718589367427e-08
u22186,1.3803329731522972e-139
u23425,1.894019219213923e-07
u9112,4.834122077987532e-07
u17691,1.8255732460591064e-07
u18886,6.331269078370643e-07
u8658,5.367091709265543e-07
u12535,7.970086995216062e-07
u29336,1.3803329731522972e-139
u28939,6.183933746964476e-08
u20656,2.0165113112225595e-07
u23176,3.775993856092659e-08
u18438,2.28351094792022e-07
u6551,4.585681328875347e-07
u1251,2.9458382651310894e-06
u27837,4.8203497727160336e-08
u13916,4.976793246135342e-07
u9724,1.2589760931623093e-07
u10826,4.1032410260335585e-07
u15280,4.3448124509483124e-07
u2577,2.3769882880791315e-05
u18604,2.189981431403148e-07
u5723,1.3573384895406352e-06
u25680,1.4238941456687734e-07
u28960,1.1579072221249146e-132
u6623,2.482978904663221e-05
u3336,5.628798744315953e-07
u9562,5.251094617723818e-07
u10304,1.023453865070457e-06
u20808,4.552571936503925e-08
u11465,8.626171716873602e-07
u12079,3.019609816620504e-06
u20799,1.5544363046788595e-07
u24827,7.941910551114701e-08
u27460,1.1119876637322712e-08
u16585,3.8265741820924797e-07
u22340,1.3803329731522972e-139
u16717,1.1408483639286942e-07
u1616,3.197991504336915e-06
u14854,4.539138444979659e-07
u6176,8.136857367157497e-07
u7602,9.688269931761046e-07
u2739,1.5152174301392338e-05
u24158,1.894019219213923e-07
u5259,1.1917789622991806e-06
u21763,1.2692078348847168e-07
u17645,1.208277166942837e-07
u9717,1.5380273822177897e-07
u23603,3.528632230336328e-07
u123,4.224049421826984e-05
u7713,3.8472668032682317e-07
u144,0.0004303977723694205
u477,4.7334379351086816e-05
u25548,2.5534585412986848e-08
u9230,1.0718549085402022e-06
u3089,3.426562347925694e-06
u13474,2.4318108395165416e-07
u17377,2.202288089228111e-06
u20873,1.7883193521658339e-07
u6083,5.889155804948701e-07
u27660,1.346700783424194e-07
u17923,3.2491296324079274e-07
u19291,1.3803329731522972e-139
u5737,1.1285724728554016e-06
u26385,3.470245009703969e-08
u28625,1.3803329731522972e-139
u17589,4.2349484732847143e-07
u25660,1.3803329731522972e-139
u5025,1.6950562230858987e-07
u10789,3.692929167621614e-07
u716,2.2633994449747553e-05
u11684,5.203439693059289e-07
u26933,1.894019219213923e-07
u28994,1.3803329731522972e-139
u28609,1.3803329731522972e-139
u1934,1.0818293294882786e-06
u5941,3.517889653841453e-07
u18719,2.1899837497198126e-07
u13686,4.6892583103224175e-07
u18486,1.3252042050795098e-07
u9128,7.948131122970325e-07
u13908,5.059803914277261e-07
u28728,1.7814535184034559e-09
u16774,4.1755148252936357e-07
u11535,2.0960599487041099e-07
u14894,3.4718301905663713e-07
u8301,3.447798235746933e-07
u25392,1.914902910383279e-07
u9615,2.733975738627582e-07
u24251,4.981534099013983e-08
u17181,2.1574972634664783e-07
u6361,5.263183156910312e-07
u29239,9.844139592743535e-09
u8109,3.5192506830673335e-07
u28283,1.3803329731522972e-139
u16792,3.246446042945372e-07
u25242,4.916686357766219e-09
u17609,3.36221694573341e-07
u1025,7.48399895885773e-06
u13610,6.765539289531957e-07
u855,3.559640082846501e-07
u8728,1.3964848245615541e-06
u11983,5.224925392535622e-06
u28384,1.642579494499638e-07
u8420,5.466163976417463e-07
u23256,1.9186204353777947e-07
u1431,0.00012418651660844177
u23189,1.1119876637322712e-08
u26575,1.682727740820659e-07
u8371,5.39008726863322e-07
u14941,2.440787716707981e-07
u22025,4.4822971135351047e-07
u12274,3.72247982876e-07
u7588,4.17253345328016e-07
u20667,4.0410807642912107e-07
u21822,2.3801805258303248e-08
u18232,1.6207017616100916e-07
u13144,1.0379758472088726e-06
u3153,1.6475944004909006e-06
u9243,4.1149107219199035e-07
u9475,8.989198359562723e-07
u2178,1.5156421082650582e-06
u20893,3.7332704620958554e-07
u29100,2.39484549309844e-07
u7260,1.7406500247400867e-06
u20563,5.014495205387245e-11
u24033,2.0799210674807776e-07
u5063,4.079877883280223e-06
u27659,1.3467022090430294e-07
u22295,1.459103506202334e-07
u27989,2.402003007115343e-07
u22585,3.9163052324320874e-07
u26732,1.3803329731522972e-139
u4808,1.6950562230858987e-07
u26408,1.3803329731522972e-139
u9785,1.6365408021544585e-06
u1406,4.943347765067505e-07
u9598,4.3788526827015623e-07
u22742,3.856344368849961e-08
u6422,5.410507810956671e-07
u2557,1.889787610009694e-06
u15945,3.281647668768099e-07
u20234,1.664991709018919e-09
u2696,5.671233687001092e-07
u5959,2.8665355041444145e-06
u8469,8.926047618008691e-07
u19458,6.506595199834829e-07
u8376,2.0610941603854627e-06
u5654,4.0257441863463715e-06
u27399,4.2484183663336575e-08
u3792,3.3084648260230594e-07
u5269,4.105851400448011e-06
u26815,1.762958772018759e-07
u1061,1.3501225527402997e-05
u27063,8.141964028497612e-08
u14387,3.2922635323238224e-08
u6805,1.3135963734528095e-06
u18736,2.1899837497198126e-07
u10929,5.989747011661294e-07
u2388,8.98995117682705e-07
u27600,1.1579072221249146e-132
u27861,2.7915798968183046e-08
u22132,6.116981451845492e-07
u8551,3.5804985437038274e-07
u28741,4.3262666500184636e-08
u4973,1.6950562230858987e-07
u13342,8.530863279227234e-07
u23216,2.3419244862268586e-08
u2940,5.451795385866314e-06
u6859,1.764367280085746e-06
u26800,2.6943649624992694e-08
u17613,3.5847233388650214e-07
u19789,3.20507879883801e-07
u8015,2.3141552649327267e-07
u25757,1.7626399937513558e-15
u4887,1.6950562230858987e-07
u20484,4.0681513382570335e-07
u2433,1.9373650204861834e-06
u5042,1.695059811866301e-07
u13542,1.2210905888238884e-06
u15589,8.278328482514502e-07
u18375,2.28351094792022e-07
u8597,2.238804002944519e-06
u25914,1.2509801212321308e-07
u28897,7.551940635610272e-07
u15515,3.5463429456179127e-07
u20271,2.1215662271697815e-07
u9512,9.709972573255713e-07
u11893,6.878072241957482e-07
u7644,7.015238171818052e-07
u25746,7.554942590311555e-09
u5443,1.7852624901042632e-05
u10077,3.610838659244433e-06
u5803,2.0384945911537903e-06
u19054,2.435679017703324e-07
u1152,3.172405906611615e-06
u23710,3.0669627076611164e-07
u29078,1.3803329731522972e-139
u4047,1.442216829637511e-06
u10493,6.033613072496728e-07
u19262,7.670353749638362e-08
u26174,1.3803329731522972e-139
u1986,3.5978619514578285e-06
u3600,1.190794695121797e-05
u10800,3.3204511865138394e-08
u13850,4.90080602230372e-07
u4316,5.003588518962092e-07
u26713,1.3803329731522972e-139
u22919,2.5223068769519475e-07
u7671,4.7218322628544273e-07
u14133,9.126341256301005e-07
u18564,1.3803329731522972e-139
u10615,1.7076340687759358e-06
u3541,3.308461323682405e-07
u16077,3.014084352254401e-07
u27199,2.5318510757232877e-07
u1195,1.6417129668109118e-06
u16192,4.4925454204136034e-07
u1649,3.805363422081328e-07
u4244,1.0950693316185542e-05
u2045,3.4485798575709174e-07
u29232,2.688210274325393e-07
u23547,6.866578284499851e-07
u509,3.994647983802464e-07
u11372,5.985822742501515e-07
u21550,1.2259007254850962e-07
u7632,2.1622852842850334e-06
u26824,2.8698522484726748e-08
u25740,1.1579072221249146e-132
u5557,2.437878221563106e-08
u12257,1.4892835332364456e-06
u5821,1.4610543644453283e-06
u12401,6.063699789305418e-07
u351,1.1824688601002517e-06
u24397,1.8221167728719463e-07
u9311,2.0932372183537658e-08
u22055,4.4822971135351047e-07
u1150,6.303772819282064e-05
u272,2.0591954587839218e-05
u939,1.124832042663099e-05
u24328,4.092892986658761e-08
u23991,1.2221496877451902e-07
u28631,1.6362066336293877e-07
u14060,4.396913121522213e-07
u19271,1.3803329731522972e-139
u9545,9.518905383206177e-07
u24211,1.259187944715304e-07
u4016,7.2149848019731e-07
u3756,3.308461323682405e-07
u17963,1.0116667233192182e-07
u21673,2.322329185694408e-09
u15404,7.139710845241801e-07
u10755,9.470585617041603e-07
u13794,4.4396706505954093e-07
u28793,1.3803329731522972e-139
u3694,2.4895626456924627e-06
u6567,3.7239170594217545e-07
u23134,1.3803329731522972e-139
u21719,2.869841643836063e-08
u8247,4.522370872650334e-07
u18039,1.041629992610561e-07
u9868,4.7030626827214014e-07
u13878,1.0262599438115456e-07
u26718,1.3803329731522972e-139
u2971,6.12354795240074e-07
u18060,2.3788317282142177e-07
u1793,4.0490197925484554e-07
u2109,3.4485798575709174e-07
u3910,9.330240139265601e-07
u15019,5.857094978235585e-07
u9169,5.108413815592713e-07
u15206,7.368109695424519e-08
u18617,2.189981431403148e-07
u26166,1.1579072221249146e-132
u7888,2.4552799801701577e-06
u10459,5.136209602904306e-07
u18311,2.28351094792022e-07
u27680,1.4472312796143205e-07
u27173,1.6246030307984842e-07
u25132,2.453520642352182e-07
u23382,1.9383477668985906e-08
u28379,4.820648952774362e-11
u9111,4.476126087763836e-07
u13115,4.903737389260483e-07
u16911,2.9468855201721435e-07
u6304,1.8117635937052645e-06
u20941,8.228568655433216e-08
u2236,2.694036086784262e-05
u4825,1.6950562230858987e-07
u23848,2.2728670050315018e-07
u10143,5.306833219876199e-07
u5972,3.616635966683478e-06
u1526,1.7377856037329299e-06
u11971,3.8740019127561234e-07
u2848,2.1122229292886264e-06
u15009,4.825129912557848e-07
u9308,1.4037079550161334e-06
u15606,3.6251055839627414e-07
u22245,1.3803329731522972e-139
u27293,2.35335195423076e-08
u13917,1.260827088467937e-06
u16935,3.92134307062593e-07
u18228,6.132964117782542e-07
u16657,2.98261448249951e-07
u28159,1.1074297777521184e-07
u16931,3.8141350478025184e-07
u1502,1.3238786953938042e-05
u15510,5.447436500191041e-07
u16832,5.321306045276935e-07
u7424,1.391558234121899e-06
u17713,2.537274426795555e-07
u27503,4.94712073829929e-07
u23669,3.894346129405298e-07
u7101,3.454624293851032e-07
u18074,1.2067638491574924e-08
u17369,3.593367899623889e-07
u7545,6.308383052129675e-07
u5385,1.4252998440764435e-06
u16444,3.9820379447964406e-07
u14386,1.982518596324528e-06
u19606,4.0285572789432974e-07
u20236,1.9606487435696438e-07
u9593,3.942111456885122e-07
u4132,3.2490950283628915e-06
u21479,1.705845907507991e-07
u2455,9.326995175021422e-06
u10572,2.2746322652585137e-07
u27518,1.1579072221249146e-132
u4873,1.6950562230858987e-07
u25612,1.1119888408848151e-08
u26901,4.966120966212078e-08
u1132,1.0785979455062318e-06
u14234,2.1207349941815958e-07
u21427,4.815984773568381e-07
u28499,1.3803329731522972e-139
u18793,3.346951450756957e-07
u22601,3.842784754711624e-08
u5924,1.5214495571488284e-06
u1043,6.5171146481488885e-06
u4203,2.9457107913910483e-06
u1421,9.910190422452385e-06
u26019,1.3803329731522972e-139
u5352,6.364674682748212e-06
u19180,3.4261468944234865e-07
u26891,1.3803329731522972e-139
u17877,5.907185554730908e-07
u8519,1.3790495199585736e-06
u1876,4.347090110463616e-07
u10049,8.51426875288849e-07
u7960,4.628440318019544e-07
u2294,3.4485798575709174e-07
u2036,3.856571746219695e-06
u9061,2.5416219906894267e-06
u21517,3.1427353428992506e-07
u23213,1.0640521886589153e-07
u17354,4.0598968160611296e-07
u12707,4.63908625285469e-07
u19932,2.9623914141464144e-07
u28046,4.4179650293549424e-09
u16538,6.809558299323628e-07
u27901,1.1579072221249146e-132
u4631,5.521945896007826e-06
u10530,5.460765393031576e-07
u1956,9.15508108258083e-06
u22667,3.2315339654910225e-08
u28491,1.3803329731522972e-139
u23907,2.7915798968183046e-08
u1759,4.877770416976819e-06
u21658,7.948706732512837e-10
u13253,3.3983864190236196e-09
u18973,3.426643268344585e-07
u993,1.5689065383623522e-07
u5514,6.92284002998835e-06
u6069,6.097465358351725e-07
u15435,4.899283547295521e-07
u10236,4.991329289424201e-07
u28336,3.5058966962157356e-08
u22883,1.5144905626099233e-08
u3908,1.0917623620822352e-06
u6634,8.847693194311593e-07
u18267,3.2301081249938e-08
u2701,0.0001253648886041673
u28481,1.3803329731522972e-139
u2151,3.4485798575709174e-07
u14176,7.183337579223224e-07
u22754,2.7466487623019595e-08
u18269,5.641344702022979e-07
u79,0.010504311880277109
u22036,4.4822971135351047e-07
u28666,1.3803329731522972e-139
u23454,1.2985482488763713e-07
u12084,5.760278601713781e-07
u26254,1.1119876637322712e-08
u3061,8.293467812676075e-07
u16572,3.503136345551419e-07
u25049,2.0965739229885215e-07
u16170,2.1011466503454193e-07
u7787,1.2176664701118657e-06
u2255,1.415685099724272e-06
u3733,8.291627093491268e-06
u1001,1.2065417093866051e-06
u15035,8.404723488846008e-07
u24278,4.3651248863946123e-07
u24792,3.669277819103588e-08
u15428,3.5463429456179127e-07
u19846,3.177837540754754e-07
u32,1.397755702873762e-06
u5327,6.545150293511412e-06
u16927,2.493211707968032e-07
u7433,4.5321984653269293e-07
u20328,3.981584129540009e-07
u18902,1.851960500919923e-08
u4752,1.7196432436551322e-07
u2058,1.2485415276100172e-06
u3073,1.5304964715492473e-05
u7422,6.543001163177462e-07
u1955,6.196882501245758e-07
u14377,5.737783353686442e-08
u8500,5.434902879856266e-07
u14445,4.781738579432997e-08
u13746,9.893489956647537e-07
u15447,4.161751317227328e-07
u3122,4.479716356531816e-06
u5878,9.698107844368738e-06
u28278,1.3803329731522972e-139
u16362,3.930427090005067e-07
u15444,3.8776880963593604e-07
u17456,5.362384956764465e-07
u21017,1.0119273755335266e-07
u18310,4.967047248952995e-07
u20552,3.862795682561082e-07
u28040,9.734156562303715e-09
u21428,1.0451056464836985e-06
u18376,2.4783960344469083e-07
u14969,3.3764867664831677e-07
u22749,3.856344368849961e-08
u5111,3.764866607577243e-05
u40,2.8895568993985894e-06
u3219,5.796567141728643e-06
u21630,4.7244833628384634e-08
u27342,4.1197299141990926e-08
u15577,1.1468222097928664e-07
u25103,4.299643970653963e-08
u23312,1.3803329731522972e-139
u559,1.3185686332912535e-05
u13141,3.4759060156108157e-07
u5233,2.6190668539518613e-06
u22554,3.4874129303474896e-07
u8457,3.48500435630878e-06
u9067,3.9365797707390886e-06
u2911,4.332843371596571e-05
u25671,1.3803329731522972e-139
u16278,1.6877445200423198e-06
u5892,4.4038009222509783e-07
u13174,7.761133926693539e-07
u22823,2.3196194931700144e-08
u3554,3.3084648260230594e-07
u28383,1.3803329731522972e-139
u13569,8.907616455537857e-07
u28932,1.3803329731522972e-139
u8101,3.6528233880480874e-07
u2345,3.4485798575709174e-07
u15693,6.300567115090055e-07
u11814,4.4616764084953545e-07
u25724,1.664599581157461e-09
u11382,6.90546704008676e-07
u6988,1.008738871994931e-06
u24656,1.6645978190106041e-09
u17418,6.787461551001219e-07
u17212,4.609500742175174e-07
u27386,5.0350559079033144e-08
u7201,5.066069837796904e-07
u22368,5.483607721486037e-07
u14410,3.664878360766752e-07
u17385,4.773698120635355e-07
u4627,5.784239508517581e-06
u15722,1.886052295312825e-07
u9813,4.528591611976736e-07
u4777,1.6950562230858987e-07
u25152,1.3803329731522972e-139
u25753,1.1579072221249146e-132
u10406,5.267575085856283e-07
u21357,1.3803329731522972e-139
u24454,4.511491761054737e-08
u27088,1.6148612295320926e-07
u2958,1.7956181184066481e-06
u27273,1.6395763158269214e-09
u20170,9.14472536872194e-07
u4215,8.218742435209716e-06
u27547,1.3803329731522972e-139
u3962,5.587038165094735e-07
u20107,1.359258018192583e-07
u3183,9.208318609520723e-07
u24488,1.9417428319197594e-07
u28749,8.495920113356818e-08
u7114,1.5425773279024794e-06
u27419,1.3803329731522972e-139
u4782,1.6950562230858987e-07
u17492,3.593367899623889e-07
u23706,1.3803329731522972e-139
u11720,4.6023689071730667e-07
u21218,1.8687442610940362e-07
u2858,9.889761454399173e-06
u13962,5.45821655161973e-07
u15256,7.5079038660976e-07
u17830,2.142897376175025e-07
u16298,7.29917921755245e-07
u205,0.0006524341678041326
u16919,1.4881901233566545e-08
u23678,1.9937090153496717e-07
u19135,2.7502193344796926e-07
u9137,4.261980649991772e-07
u215,1.1238786320847778e-06
u899,0.0010150098894163217
u10013,1.431329113638585e-06
u12960,3.182115509338466e-07
u22691,3.2315339654910225e-08
u14928,2.45440547853728e-07
u25645,3.3813816924397924e-09
u15347,4.0166897438170106e-07
u24800,3.30406800457494e-07
u16439,3.8295034178329535e-07
u8643,4.015776559310719e-07
u7286,5.031310771800079e-07
u28883,1.1579072221249146e-132
u4507,0.00010920997177049964
u1690,1.3751545044248949e-05
u11612,4.226457852084153e-07
u16822,8.187820954209788e-07
u4999,1.7034405661170268e-07
u8191,1.6567367157384552e-06
u19071,2.7502193344796926e-07
u363,0.0006485799010239502
u26786,1.3803329731522972e-139
u25061,9.608613630948617e-08
u21662,2.7649004310519647e-07
u23183,2.3708636665360293e-07
u18518,2.1763735684502074e-07
u17712,2.5372771127569333e-07
u17485,3.593367899623889e-07
u22191,1.0827554391967756e-07
u16781,3.476122398528427e-07
u28747,8.495920113356818e-08
u16965,2.784299798395826e-07
u10216,4.101855939579463e-07
u806,1.66732156528791e-05
u11810,5.60815489569657e-08
u27446,1.3803329731522972e-139
u2889,2.940580430110582e-07
u2626,1.2801224868751128e-06
u24238,1.0199322613649173e-07
u27815,1.3803329731522972e-139
u2603,3.8246595294310576e-05
u7721,5.1412062538312855e-06
u27385,7.048335242045714e-08
u18231,4.0535908624063146e-07
u1417,1.43834815223964e-05
u10987,7.434369786997493e-07
u20634,2.9715341191046584e-07
u18788,2.846249837890961e-07
u20974,7.493610727913105e-08
u17792,3.6102129692182223e-07
u28781,1.1119900180398512e-08
u5076,6.37694490767844e-07
u10373,4.955608781883443e-07
u18142,3.8241096596803727e-07
u24888,1.35922901077967e-07
u4709,1.6950562230858987e-07
u15470,3.5463429456179127e-07
u28587,1.3803329731522972e-139
u6163,4.6632252645483257e-07
u5769,1.4606479596979194e-06
u4417,3.836318842532742e-06
u10689,5.027417071068139e-06
u10578,2.715829376675226e-06
u4302,2.0343143088225117e-06
u26115,1.6929470681040208e-07
u26564,1.3803329731522972e-139
u17504,3.593367899623889e-07
u22673,5.352963748838983e-08
u20119,2.3830177271299306e-07
u9756,4.3152383761425054e-07
u15979,2.954153036143598e-07
u8611,1.6562284106074267e-06
u1477,4.630713846578717e-07
u25970,1.3803329731522972e-139
u24438,4.511491761054737e-08
u23705,1.3803329731522972e-139
u26832,1.3803329731522972e-139
u10633,5.04695320036893e-07
u29080,1.3803329731522972e-139
u1558,1.6249821444587892e-06
u18938,2.822423525354951e-07
u408,0.010263504434270942
u12792,3.3993716918544417e-07
u24514,3.0786085896059195e-07
u13941,8.65885395630158e-07
u16672,9.667085357880441e-06
u28252,3.729353705838541e-08
u17264,4.2428857722044993e-07
u17166,2.2460637428879054e-08
u26493,1.3803329731522972e-139
u6645,4.208001480524043e-06
u18808,5.530166090116208e-07
u19604,4.1397911237188745e-07
u7606,2.5415201451211688e-06
u20855,5.708894022796847e-07
u18739,2.189981431403148e-07
u14727,4.48651704408304e-07
u2974,1.978561596177225e-06
u25323,1.3803329731522972e-139
u27106,2.0964016230066245e-08
u11088,1.876510874076343e-08
u18078,4.1136010463655765e-07
u20472,4.0681513382570335e-07
u20732,2.457173172137402e-07
u5119,5.227740851870829e-07
u16525,2.3190475753032953e-07
u9618,2.5960746317069015e-06
u13388,1.3336924176836847e-06
u16268,1.1353276144126489e-07
u26884,2.409052284643563e-07
u3782,3.308461323682405e-07
u21813,3.910305661875003e-08
u20652,1.3052151884248644e-08
u11578,3.5161366202115137e-07
u25959,1.6519043736961064e-07
u19133,3.7291840942415967e-07
u17813,1.1119876637322712e-08
u9116,6.350530404679705e-07
u17051,3.7148962496657493e-07
u24913,2.4864090973414267e-07
u10421,8.556931683122611e-07
u5741,1.8656716987167786e-06
u12827,3.8145013638039935e-07
u10714,5.124476303365333e-07
u22848,1.5144905626099233e-08
u10127,4.78557432517513e-07
u8104,7.244874342578133e-07
u13834,9.37799914163473e-08
u3202,2.6037225684699693e-06
u21266,7.493610727913105e-08
u26107,4.80513918922676e-08
u17567,6.394680402460218e-08
u7515,1.284912041813274e-06
u4831,1.6950562230858987e-07
u20378,2.86328700671066e-07
u15828,1.3803329731522972e-139
u13884,1.1713536786003732e-06
u22020,4.4822971135351047e-07
u17347,3.593367899623889e-07
u20727,1.3803329731522972e-139
u28537,1.3803329731522972e-139
u3310,4.5251940448536903e-07
u17493,6.139855340320048e-07
u17688,3.03519645692247e-07
u27839,1.3803329731522972e-139
u317,0.0005594274854826833
u12950,3.855231922859514e-07
u15261,8.118975136667303e-07
u22772,1.6852687147734769e-09
u604,0.00030259349857401143
u22018,4.4822971135351047e-07
u18990,9.1472804922126e-07
u15713,5.104956203940235e-07
u27397,1.894019219213923e-07
u22803,1.261597944478663e-08
u18645,4.712717439980195e-07
u9840,8.735065607980788e-07
u7171,5.74669392112766e-07
u18929,4.197790342167773e-07
u9197,9.418219571534348e-07
u28279,2.516493844685689e-07
u14264,4.924944861503674e-07
u25997,1.0733501810430221e-07
u3125,1.077663863728084e-06
u11948,1.0812928985648395e-06
u16602,3.977440111040509e-07
u17980,3.4069300165495753e-07
u3582,3.308461323682405e-07
u4638,5.472559655224226e-07
u836,7.384785720796306e-05
u6329,6.648476006854354e-07
u25127,1.1691948550772672e-10
u13215,9.35302584599626e-07
u21523,2.933196326004095e-07
u21045,1.1579072221249146e-132
u516,4.3609250700987815e-06
u18342,2.28351094792022e-07
u6684,3.126793441311244e-08
u6651,5.7135595020706e-07
u9788,4.3279872213027926e-07
u20530,4.0681513382570335e-07
u12316,1.4887243463500478e-06
u5073,6.471564985046456e-07
u15894,1.8371165568343408e-07
u14231,2.1207349941815958e-07
u17756,1.1057216221859068e-07
u9148,8.276635455822068e-07
u5841,1.3356285531793146e-06
u15626,3.1549120493289784e-07
u12437,3.9470555625402623e-07
u7223,4.430875155441143e-07
u22838,1.686392412864534e-07
u23193,8.979995097669051e-09
u7288,7.720503901987348e-07
u11611,4.226457852084153e-07
u88,0.0007508681021305634
u12173,5.517723734804476e-08
u24269,4.658374305541162e-13
u14811,3.9678191659228525e-07
u6894,9.510458638597409e-07
u11930,4.04952665272905e-07
u2616,2.0572791443672774e-05
u21138,6.25871144929897e-08
u2334,3.4485798575709174e-07
u24700,2.2262728875199854e-07
u5767,2.5029762805441856e-06
u5889,4.4038009222509783e-07
u5442,1.236059260163876e-05
u21718,3.57256913798038e-07
u24551,2.1409195567631786e-07
u8672,1.092966787297672e-06
u22434,2.7112660695297516e-07
u22222,8.444273257882225e-08
u20506,4.0681513382570335e-07
u21112,3.476078671934262e-07
u10379,5.239779055389271e-07
u10242,6.04486685611496e-07
u14440,4.1705475684329757e-07
u10114,5.810502528399178e-07
u23842,2.7915798968183046e-08
u6945,6.529305253879836e-06
u29031,1.1579072221249146e-132
u10526,1.458390227349646e-06
u12157,5.240822049009908e-07
u5450,1.461661236337618e-06
u16964,3.180329079313827e-08
u27143,1.1579072221249146e-132
u12643,3.5471460849682126e-07
u24291,1.1691899042363656e-10
u19118,4.7336535298997154e-07
u9637,2.2867429457654237e-06
u18276,1.080693290100569e-07
u21277,7.578700611179446e-08
u22053,4.4822971135351047e-07
u15677,3.038557022031487e-08
u25008,9.131284083800861e-08
u28860,1.3803329731522972e-139
u15703,4.496829179353841e-07
u8585,1.052549686408991e-06
u3726,7.351767499071889e-07
u15355,3.576476293748537e-07
u24012,1.3803329731522972e-139
u5101,1.2080612704561525e-06
u29081,1.3803329731522972e-139
u4328,5.450036666010111e-06
u26156,2.1968035139258942e-07
u29066,1.3803329731522972e-139
u3943,5.263888966519164e-07
u12596,3.41014136148746e-06
u5570,1.444696508694182e-06
u15712,9.683012823018208e-07
u5515,4.375919150014553e-06
u4919,1.6950562230858987e-07
u29309,1.3803329731522972e-139
u6179,2.0047546491150398e-06
u26609,8.3113245474847e-08
u21559,4.986709755082666e-07
u6487,4.962300585222321e-07
u6953,8.505470126868628e-06
u27234,2.5202967287186413e-07
u6090,4.0675717023910435e-07
u6584,1.0842516177617978e-06
u13801,5.105896599047928e-07
u17788,4.771943127500195e-07
u26266,1.3803329731522972e-139
u7430,5.830817384329576e-07
u21313,1.8941654260861164e-07
u1291,0.0002647013384209414
u19536,1.3803329731522972e-139
u19465,1.7100239315997054e-07
u13652,2.2452498969300458e-07
u13636,3.80715610189766e-07
u28563,1.3803329731522972e-139
u27046,2.6783579520752972e-08
u10414,4.0510747488413294e-07
u975,1.5689065383623522e-07
u19357,4.5001207649025113e-07
u26472,3.251520404976176e-08
u25271,6.576277948688279e-07
u12854,3.6444808950582474e-07
u13297,5.2027199742050003e-08
u14643,4.3458964192844933e-07
u3893,6.293502887617119e-07
u2604,1.9608249724120467e-06
u14481,4.758571029820463e-07
u17610,1.2919331662743735e-07
u17047,4.1245658333679716e-07
u593,6.521603713770305e-07
u18478,2.28351094792022e-07
u25667,1.3803329731522972e-139
u25703,1.3803329731522972e-139
u2847,5.286543704480967e-06
u27084,1.3803329731522972e-139
u4643,4.836279542184627e-07
u2650,1.5330063263626248e-07
u24640,2.92610440299224e-07
u3752,3.308461323682405e-07
u10711,6.703882662007181e-07
u8178,1.1037133908407437e-06
u21872,1.0406960146673457e-07
u20831,1.1579072221249146e-132
u1070,2.709161359394745e-07
u16361,4.1350459959223246e-07
u15445,5.670040983990325e-07
u15816,4.5587689008344246e-07
u8364,1.3167253856349055e-06
u25986,1.3803329731522972e-139
u21590,2.083559666042948e-08
u10961,5.569399737070045e-07
u3206,1.3919514100246308e-05
u3113,1.3286113782100769e-05
u7611,4.518893944545305e-07
u11542,9.52908381502306e-08
u21009,3.536273649509829e-08
u21648,3.5412838692989715e-07
u16551,1.2681632425184177e-07
u22999,1.3803329731522972e-139
u11284,3.039015430163831e-07
u28045,4.4179650293549424e-09
u6828,5.542486370938206e-07
u14272,4.206546913851028e-07
u22579,3.00988332592813e-08
u7254,8.642470503125592e-07
u14468,4.841797870926377e-07
u11700,2.3187502354083164e-08
u16865,1.887398899104074e-08
u10192,5.350101647132776e-07
u28743,3.9508658825068255e-08
u15416,1.168619754801557e-06
u7163,8.275150877528166e-07
u23233,1.6669624089297498e-08
u13305,4.6921769174318433e-07
u24975,1.169197330517372e-10
u5495,3.6621430367704746e-06
u7666,7.903671814605224e-07
u10495,4.193294196332046e-07
u22409,1.8599534182415428e-07
u26745,1.1119876637322712e-08
u15478,3.846840756526896e-07
u14491,3.575975633761016e-07
u25796,1.1579072221249146e-132
u12726,3.5997810355770653e-07
u18622,2.189981431403148e-07
u20263,4.0312252793891255e-07
u8085,5.083180655809108e-07
u27152,1.1119876637322712e-08
u15949,2.508142182957175e-07
u1032,1.5689065383623522e-07
u13379,3.3775086951332075e-08
u28641,3.519151533381623e-08
u409,5.348325814798159e-05
u15180,1.3080117265986246e-07
u10992,1.7088085293129647e-06
u11272,4.0975620250651265e-07
u28094,2.0872653447588412e-07
u28343,7.275716365633178e-09
u18813,6.566144830881759e-08
u25139,1.3803329731522972e-139
u25195,3.752764224112432e-09
u16556,6.956594889164724e-08
u29279,1.3803329731522972e-139
u18158,2.2298330698809552e-07
u26752,1.3803329731522972e-139
u18427,2.28351094792022e-07
u28052,1.8753201706378114e-08
u17583,1.5447096328552933e-07
u1713,2.5057662041914665e-05
u10508,4.321848922475178e-07
u10082,5.198036296370992e-07
u4258,8.95664977462805e-06
u26743,1.894019219213923e-07
u2373,3.4485798575709174e-07
u8233,5.800653164479064e-07
